cleaned_text,label,lexicon_label
real kah,non-cyberbullying,non-cyberbullying
mintak ewek,non-cyberbullying,non-cyberbullying
nya sexy,non-cyberbullying,non-cyberbullying
gpp gas,non-cyberbullying,non-cyberbullying
dm dr kabupaten gak dapet bantu dah urun gak selesai selesai,non-cyberbullying,non-cyberbullying
ngewe,non-cyberbullying,non-cyberbullying
mantap,non-cyberbullying,non-cyberbullying
enak donk klo sange guru,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
gede banget bola,non-cyberbullying,non-cyberbullying
blom dapet,non-cyberbullying,non-cyberbullying
sexy montok,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
ngewek,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
wow emng dingin kah,non-cyberbullying,non-cyberbullying
bapak tau,non-cyberbullying,non-cyberbullying
ngaruh goblok hahaha lihat aja harga saham ihsg gendut jompo lantik,cyberbullying,cyberbullying
blek blekiii sabar ya blek tau blisaka sabar ya blek,non-cyberbullying,non-cyberbullying
maaf mulu,non-cyberbullying,non-cyberbullying
sempak,non-cyberbullying,non-cyberbullying
wapres koq kerja clingak clingukl,non-cyberbullying,non-cyberbullying
gua lo bikin anime aja dah bon ga nyumbang kerja apa ngatur jir org tinggal nonton doang ga suka ya skip,non-cyberbullying,non-cyberbullying
yap orang bebas dapat band homo ranah dibandingin hetero duaduanya orientasi seksual kalo dalem konteks cerita gak sehar,non-cyberbullying,non-cyberbullying
ga gua asbun kalo gatau pikir aja deh,non-cyberbullying,non-cyberbullying
ya beda selera bang,non-cyberbullying,non-cyberbullying
beda selera its ok,non-cyberbullying,non-cyberbullying
owh yg jelek gendut ya pasti sih dy sdh jelek banget pembully miskin tolol bencong hidup lg moga dy cepat dpanggil tuhan deh biar kurang pembully yg d dunia,cyberbullying,cyberbullying
oh tenang work life balance aman work life balance luang gue nama anak ya puaspuasin cari duit amp,non-cyberbullying,non-cyberbullying
fans kebab no twt,non-cyberbullying,non-cyberbullying
sahur bang,non-cyberbullying,non-cyberbullying
gak viral yg viral gereja larang diri daerah jawa barat orang acau indonesia,non-cyberbullying,non-cyberbullying
wow cerdas zudan perintah yg tempat org yg kompeten cerdas bidang salut utk bowo gendut,non-cyberbullying,non-cyberbullying
lailahailallah sinting bgt si gendut,cyberbullying,cyberbullying
tuju banget emang kueh nya lebaran,non-cyberbullying,non-cyberbullying
presiden gk gunataik anjing bangsat kau ngentot jokowi gendut goblok,cyberbullying,cyberbullying
pola pikir lu aja aneh tonton anime bxg romance aja sono biar ga ribet,non-cyberbullying,non-cyberbullying
emang kudu goblok ya salah lu liat isi ceramah aja lu pilih gemoy debat pilprea lu skip ya milih si gendut karna fomo gak heran sdm rendah yg gmw dikatain laku berik,cyberbullying,cyberbullying
season ga skip opening nya,non-cyberbullying,non-cyberbullying
nyimak,non-cyberbullying,non-cyberbullying
suka tonton gua komen anggota band nya homo selera ga orang tuju dapat lu gausah kasar orang yg ga lu kenal,non-cyberbullying,non-cyberbullying
tau genre nonton komen,non-cyberbullying,non-cyberbullying
bebeas dapat kalo anime nya ga sesuai selera gua ya hak gua dapat ga orang tuju suka,non-cyberbullying,non-cyberbullying
wkwkwk tau ah susah kalo ga nangkep,non-cyberbullying,non-cyberbullying
yap bebas dapat ga apple to apple bandingin hetero udah luar ranah,non-cyberbullying,non-cyberbullying
ahahah,non-cyberbullying,non-cyberbullying
usaha rajin baca ya wkwk,non-cyberbullying,non-cyberbullying
sipaling goblok,cyberbullying,cyberbullying
hai dimsum gendutgendut sapa,non-cyberbullying,non-cyberbullying
ya gitu deh kalo gaada bahan opini nyambernya fisik ngata ngatain gendut jelek bla bla bla,cyberbullying,cyberbullying
oon genre aja bl what do u expect,non-cyberbullying,non-cyberbullying
reng,non-cyberbullying,non-cyberbullying
hp aman ajak hujan hujan,non-cyberbullying,non-cyberbullying
yg order mahal gk sih drever tempat costumer ya gak hehehe,non-cyberbullying,non-cyberbullying
enteng banget ngetik cringe ga ngehargain authornya lu udah genre bl lu harap yg straight kocak kocakk,non-cyberbullying,non-cyberbullying
salah alas beliin mama make up baju tuh karna umur hidup insecure karna anak jelek gendut ga fashionable mama ngerasa ga cantik anak,cyberbullying,cyberbullying
iih kina lajur tarik kol,non-cyberbullying,non-cyberbullying
pantai hambawang parak din,non-cyberbullying,non-cyberbullying
ahim sho zabyr anak rahma yopi abah kan aisyah anak bella bella mama aisyah difa keponakan sho dira keponakan sho,non-cyberbullying,non-cyberbullying
noh kelurga dampak banjir butuh air bersih resin lumpur minum nyala malem doang gimana ya bantu yg sulit ah share ah k pdam lia eden tatang suparman ributin gak besar besarin itil genderuwo lu ah,non-cyberbullying,non-cyberbullying
lu tau arti yaoi kagak sih,non-cyberbullying,non-cyberbullying
jaman baheula ributin hormat yg puasa gak puasa eh itil bebek jadi yg lu ributin persen doang digedein coba skrang rumah lu gak aja gak huru hara ken bgt bilang openminded,non-cyberbullying,non-cyberbullying
gw males komenin fake chat guru sakit hati jabar bikin lawan dah aja,non-cyberbullying,non-cyberbullying
muka si budi jelek gendut emang orang jelek hina orang,cyberbullying,cyberbullying
muka si budi jelek gendut emang orang jelek hina orang,cyberbullying,cyberbullying
muka si budi jelek gendut emang orang jelek hina orang,cyberbullying,cyberbullying
dongo banget sih bangsat ngebela label si gendut dasar oon,cyberbullying,cyberbullying
makasih,non-cyberbullying,non-cyberbullying
bacot lo cewe gendut anjing,cyberbullying,cyberbullying
kntl kntl kntl kntl kau bangga anak mu engga ngerantau anak mami kek bocah sarap ingetin bekel dibuatin umur udah bejembut gendut bagong tolol idiot akumah apah info halah bangun pagi ngga tu halahx mmk,cyberbullying,cyberbullying
ga paham sekolah bener,non-cyberbullying,non-cyberbullying
kalo couple si mafuyu uenoyama kayak ok bl ga cringe ga enek aneh anggota band homo,non-cyberbullying,non-cyberbullying
ajar paham ya,non-cyberbullying,non-cyberbullying
lu lucu nyimak,non-cyberbullying,non-cyberbullying
udah paham genre yaoibl bikin cringe karna anggota homo bikin enek,non-cyberbullying,non-cyberbullying
gw sih kasih tau aja mang ots udah ngetweet apa samber tweet orang ges ripuh cek orang sunda mah,non-cyberbullying,non-cyberbullying
tau baca ya komen ky,non-cyberbullying,non-cyberbullying
gua kalo anggota band nya homo bikin cringe enek gua maksud gua udah tau genre nya yaoi,non-cyberbullying,non-cyberbullying
gua suruh iqro iqro emang udah tau genre nya yaoi garis bawah bikin cringe karna anggota band nya homo enek nya,non-cyberbullying,non-cyberbullying
bikin cringe anggota band nya homo netizen maha wkwkw,non-cyberbullying,non-cyberbullying
gar bawah anggota band gua paham bl anjir cringe kalo anggota band nya homo dalah,non-cyberbullying,non-cyberbullying
gw kasih tau gw nang malem malem tlp gw karna sepupu gw bajing bikin isu gw pindah agama foto gw geraja nganter turis italia bareng mantan gw bilang inallillahi om duka anak om beneran pindah ja,non-cyberbullying,non-cyberbullying
takluk perawan desa gak naklulin perawan nya perjaka eh maaf berka,non-cyberbullying,non-cyberbullying
statement tolol yg gelar prof udah resign sharing knowledge rekrutmen suruh kerja gimana asa rekrutmen baru blokk malu udah pamit jabat era si gendut ga a,cyberbullying,cyberbullying
lu pukulin gw barang senjata tajem gw gak lari gak dah gak tau mana gw taro takut gw dikit hitung aja dah tua sekian,non-cyberbullying,non-cyberbullying
gw nyengser patas numpang biar deket jalan nya rumah captoen nge basis patas bekasikota disayurin dalem buang gw gak buang sih gw kaya maksa loncat maksain mati dalem,non-cyberbullying,non-cyberbullying
duduk pake baju olahraga sekolah gw yg gak ngebohong gw sekolah pucet udah pasrah pegang tangan gue dtnya anak lu tinggal dibancakin karna dah ngomong ringin ajatiba tetangga gw muncul yg sekolah tamsis allah,non-cyberbullying,non-cyberbullying
nyali gw asah sekolah gw jalur gaza lewatin tamsisdosqpun temen kadang tongkrong chaptoen sekolah bawa mistar atas jaga jaga aja tenang cerita gw mati si naikin basis tamsis garuda metro gw,non-cyberbullying,non-cyberbullying
banget,non-cyberbullying,non-cyberbullying
mama ikam,non-cyberbullying,non-cyberbullying
model gin mah dibudut tusuk sepatu tusuk es mang buah langgan nya nia ramadhani,non-cyberbullying,non-cyberbullying
asa megawati,non-cyberbullying,non-cyberbullying
belah kostan cakep banget anak gereja liat ntar dah,non-cyberbullying,non-cyberbullying
bingung gw tuh gak masukin pekarang orang asli gw coment dah gw pikirin hari yg bilang gw junjung nya kdm aslik,non-cyberbullying,non-cyberbullying
benerrrr iya tps nya,non-cyberbullying,non-cyberbullying
jt nih masuk gw tawarin time flies,non-cyberbullying,non-cyberbullying
elu aje yg pinter coment napa gw bentar gw berak,non-cyberbullying,non-cyberbullying
org bilang kdm junjung gw jam gw bilang die monyet hah gk ad tenaga gw asli debatin goblok,cyberbullying,cyberbullying
trs km ngarepnya kocak,non-cyberbullying,non-cyberbullying
yeeee kocak gw dukung kali die yg nyamber yg salah persepsi,non-cyberbullying,non-cyberbullying
lu gw dah ngapain aja pas banjir cek timeline gw nnti ngomong yak,non-cyberbullying,non-cyberbullying
jabba the hut gendut ga lucu wa,non-cyberbullying,non-cyberbullying
kerja yaa dah kirim air ya nnti uang cuan nya bantu lagi semangattt,non-cyberbullying,non-cyberbullying
tolol mas ku sodara tau mokel alesannya panascapek gegara beli rame emang males puasa orang tolol dah gendut manja makan milih milih tolol,cyberbullying,cyberbullying
temen temen yg vilnus air rt kirim siang butuh silah koordinasi,non-cyberbullying,non-cyberbullying
temenku lihat,non-cyberbullying,non-cyberbullying
gw mah pukul injek polisi gak airmata gak nang bikin gue nang mah tinggal bilang kak istirahat perhatiin badan mu tuh gw mewek waullahi,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
sii gendut tolol kalo ga kerja ya resign aj lo nyusahin org bnyak lo bgst,cyberbullying,cyberbullying
tanam sawit turun ppn nggak nihhutan kebun sawit rakyat sejahtera pajak naiktabungan kroni yg genduttipu daya l,non-cyberbullying,non-cyberbullying
cok gendut nguawor satwa langka punah salah rakyat sampah bet laku,cyberbullying,cyberbullying
udah gak seru musuh surender,non-cyberbullying,non-cyberbullying
segemesss lucu gendutgemuk ih yaampun sedih banget gue liat laku orang jahat,non-cyberbullying,non-cyberbullying
iya beliau model om lebaran yg gendut canda ga lucu tp ketawa biar ga marah kabinet kek gitu,non-cyberbullying,non-cyberbullying
sampe rumah ngeliat bosyil tidur nyenyak banget sampe ngorok hari juang ngelawan takut bocil rumah siang malemnya rame banget kucing gendut takut gak tidur nyenyak siang lucu banget anak,non-cyberbullying,non-cyberbullying
lucu bgt cicak gendut,non-cyberbullying,non-cyberbullying
tu suami tu biawak ko kerja family ko dah tanggung suami ko takat sumbang angin dengus je kot ko anak anak hidup islam kes ko ni layak dah tuntut fasakh,non-cyberbullying,non-cyberbullying
gi cari salah laki ko tu luat pastu aman la hidup ko lak,non-cyberbullying,non-cyberbullying
akskwkkwkawkwkw sattt,non-cyberbullying,non-cyberbullying
jan percaya tagih ya gitu,non-cyberbullying,non-cyberbullying
sayang deras,non-cyberbullying,non-cyberbullying
suka cowo ndut,non-cyberbullying,non-cyberbullying
suka cowo ndut,non-cyberbullying,non-cyberbullying
cikgu patut ni gendut kepam masam semangat,non-cyberbullying,non-cyberbullying
kerja terimakasih yg bagi rezeki percaya moga tukar berkah umur murah rejeki moga kemrin aamiin,non-cyberbullying,non-cyberbullying
laiin mamabil,non-cyberbullying,non-cyberbullying
ora entok duet cak la ketangkep,non-cyberbullying,non-cyberbullying
aamiin ya robb,non-cyberbullying,non-cyberbullying
bikin hadiah tuh lola bagi engga nih asiknya gt,non-cyberbullying,non-cyberbullying
ciluk ba,non-cyberbullying,non-cyberbullying
kadang liat outfit konser yg lucu lucu tuh ken keinget badan yg bantetgendut jdi insecure,non-cyberbullying,non-cyberbullying
ph x pastitp yg tau sutera mall datar n sunway big box,non-cyberbullying,non-cyberbullying
iya kak pas acara offline gendut dibully minggu china melebi kriminal aja hina habis,cyberbullying,cyberbullying
alhamdulillah cm mens x full,non-cyberbullying,non-cyberbullying
kuatd ph pon da byk polis,non-cyberbullying,non-cyberbullying
bleh nampak dr rumah,non-cyberbullying,non-cyberbullying
udahlah gendut goblok kalah ya kalah aja daerah lo ngurusin mafia rusia tolol lo,cyberbullying,cyberbullying
jokowi manusia gak malu aja ngebohong,non-cyberbullying,non-cyberbullying
semangat fat gendut pajak,non-cyberbullying,non-cyberbullying
beruang gendut pincang bodoh,cyberbullying,cyberbullying
ngebego begoin rakyat mulu hobi gendut,cyberbullying,cyberbullying
emg lus dibully online bilang gendut anjirrr tuh kurus pipi chubby gimana sih anjir muka yg tipe pipi chubby kurus jg tetep chubby cnetz gila banget bully mulu actingnya bagus bgt,non-cyberbullying,non-cyberbullying
jelek gendut gak pantes idup,cyberbullying,cyberbullying
dmn bang smlm kah,non-cyberbullying,non-cyberbullying
hybe nih artis emng jelek bngt laku nya tpi klo liat dri kerja inovasi nya pantes dapet gelar top company benci bngt gw si bsh si gendut,cyberbullying,cyberbullying
prabowo kontol mati aja anjengggggg gendut bangsat,cyberbullying,cyberbullying
emang agensiny ngk kak lus acara drama dll postingan jelek bayangin acara trus karna gendut dibully minggi trending weibo kriminal ngak ngelakuin jahat hina,cyberbullying,cyberbullying
yg yg membudidayakannya melarat tp perintah yg gendut anjing abis hukum rendah karna hakim lotnok beliau sopan putar aja pattern negara ngehe ngehe,cyberbullying,cyberbullying
tolol goblok monyet gendut kontol,cyberbullying,cyberbullying
lisensi lokal indonesia,non-cyberbullying,non-cyberbullying
gapapa dah sakit org gendut ngga muat kadang panggil ngerasa jelek,cyberbullying,cyberbullying
root in hell the fucking bastard allah gua beneran marah kesel atur pajak ya si gendut brengsek bikin kabinet gemuk duit majakin rakyat yg makan seharihari susah emang suruh mati muda gua ama ni rejim brengsek,cyberbullying,cyberbullying
turut in best of the best sih dimsumnya meaty gendutgendut saus mentainya enak creamy gurih pedas gak asa saos doang gak eneg enak sih murah ojol lokasi,non-cyberbullying,non-cyberbullying
aja,non-cyberbullying,non-cyberbullying
dada,non-cyberbullying,non-cyberbullying
sih yg kali pikir kalo gendut jelek turut cantik mah perkara muka body lo kurus kaya sapu ijuk muka kaya bekicot mah ya tetep jelek kalo isi muka cakep ya cantik aja simple loh,cyberbullying,cyberbullying
melipir coffee shop lucu alsut istirahat pas pulang tetep buka laptop ngerapihin anothet kerja sibuk banget moga saldo rekening gue gendut sejahtera,non-cyberbullying,non-cyberbullying
gendut goblokk,cyberbullying,cyberbullying
balau byk ruang kosong utk gantung hammock,non-cyberbullying,non-cyberbullying
ok gendut tinggal diet kalo elu jelek mutlak mesti diapain,cyberbullying,cyberbullying
ada keluh gusi gigi bengkakgendut scaling koas gigi komenn yaah,non-cyberbullying,non-cyberbullying
cape bgt liat berita bapa gendut mulu nyata tolol bgt indonesia youre fucked up,cyberbullying,cyberbullying
des sick leave msh ttp buka laptop kt balas jd org yg kerja chill amp,non-cyberbullying,non-cyberbullying
gendut bau nyusahin bego,cyberbullying,cyberbullying
klo hamil anak wajar bgt pgen smua ny serba baik anak bgitu dar saran dr mamak anak byk barang yg bgitu utk baby babyplus gak anak gak pake ny anteng aja macem susu ga,non-cyberbullying,non-cyberbullying
bisabisanya presiden gendut nasionalis tukang makan blg deforestasi ga msalah tolol anying,cyberbullying,cyberbullying
anjing lu gendut,cyberbullying,cyberbullying
untung ga milih gendut bego,cyberbullying,cyberbullying
bgt akt kontroversi jg,non-cyberbullying,non-cyberbullying
kdd woyyy,non-cyberbullying,non-cyberbullying
gendut goblok,cyberbullying,cyberbullying
dosa nya rakyat indonesia banget kayak ampe tuhan kasih pimpin kosong gendut anjing,cyberbullying,cyberbullying
jd d prusahaan yg tecirit td jar km,non-cyberbullying,non-cyberbullying
kalimat lucu gpp aja tanam sawit gak takut deforestasi apa apa sawit pohon ya daun ya si gendut omonomon,non-cyberbullying,non-cyberbullying
